"H [meter]","ID [meter]","insulator_angle [deg]","OD [meter]","winding_angle [deg]","WireD [mm]","Freq [GHz]","L_Leak [nH]","L_cm [nH]"
0.0247,0.0547,10,0.0954,90,4.115,0.00015,1933.97192405512,3956693.54845499
0.0247,0.0547,10,0.0954,90,4.115,0.00035,1932.35778421093,2424943.9557597
0.0247,0.0547,10,0.0954,90,4.115,0.00055,1931.97117933414,1878847.2176892
0.0247,0.0547,10,0.0954,110,2.305,0.00015,1975.95901762945,3956743.28862936
0.0247,0.0547,10,0.0954,110,2.305,0.00035,1972.69898067066,2424960.08781399
0.0247,0.0547,10,0.0954,110,2.305,0.00055,1971.89259875918,1878851.41592134
0.0247,0.0547,10,0.0954,110,2.588,0.00015,1922.2307709277,3956621.73923462
0.0247,0.0547,10,0.0954,110,2.588,0.00035,1919.60467555418,2424883.99807069
0.0247,0.0547,10,0.0954,110,2.588,0.00055,1918.97868761864,1878791.51846602
0.0247,0.0547,10,0.0954,110,2.906,0.00015,1864.35332844835,3956712.76569401
0.0247,0.0547,10,0.0954,110,2.906,0.00035,1862.17007750526,2424938.21445875
0.0247,0.0547,10,0.0954,110,2.906,0.00055,1861.65094898237,1878832.60123343
0.0247,0.0547,10,0.0954,110,3.264,0.00015,1799.73609378703,3956626.87318317
0.0247,0.0547,10,0.0954,110,3.264,0.00035,1797.88715210959,2424884.05993862
0.0247,0.0547,10,0.0954,110,3.264,0.00055,1797.44883838361,1878789.75089575
0.0247,0.0547,10,0.0954,110,3.665,0.00015,1727.3415369249,3956636.33121915
0.0247,0.0547,10,0.0954,110,3.665,0.00035,1725.75555977561,2424888.72720272
0.0247,0.0547,10,0.0954,110,3.665,0.00055,1725.37380443556,1878792.70226401
0.0247,0.0547,10,0.0954,110,4.115,0.00015,1645.17910388165,3956672.44180417
0.0247,0.0547,10,0.0954,110,4.115,0.00035,1643.79660812876,2424909.32949135
0.0247,0.0547,10,0.0954,110,4.115,0.00055,1643.46150235668,1878807.7700899
0.0247,0.0547,15,0.0954,110,2.305,0.00015,2168.46405749087,3956761.78860764
0.0247,0.0547,15,0.0954,110,2.305,0.00035,2165.13456037481,2424971.2865975
0.0247,0.0547,15,0.0954,110,2.305,0.00055,2164.2886245161,1878860.01089135
0.0247,0.0547,15,0.0954,110,2.588,0.00015,2113.23993950864,3956622.65528488
0.0247,0.0547,15,0.0954,110,2.588,0.00035,2110.42658029506,2424884.3794106
0.0247,0.0547,15,0.0954,110,2.588,0.00055,2109.73522256001,1878791.71155361
0.0247,0.0547,15,0.0954,110,2.906,0.00015,2053.39719257895,3956707.04038277
0.0247,0.0547,15,0.0954,110,2.906,0.00035,2051.08171548847,2424934.545387
0.0247,0.0547,15,0.0954,110,2.906,0.00055,2050.51541385591,1878829.66233988
0.0247,0.0547,15,0.0954,110,3.264,0.00015,1986.00828612775,3956734.52089466
0.0247,0.0547,15,0.0954,110,3.264,0.00035,1984.00669213091,2424949.96424275
0.0247,0.0547,15,0.0954,110,3.264,0.00055,1983.5156804514,1878840.77584216
0.0255,0.0446,10,0.0858,60,2.305,0.00015,2815.72346588868,4805266.62973912
0.0255,0.0446,10,0.0858,60,2.305,0.00035,2810.18897703093,2945087.43404864
0.0255,0.0446,10,0.0858,60,2.305,0.00055,2808.85664386472,2281899.63425118
0.0255,0.0446,10,0.0858,60,2.588,0.00015,2726.13691902365,4805264.41003951
0.0255,0.0446,10,0.0858,60,2.588,0.00035,2721.10730003008,2945081.96675622
0.0255,0.0446,10,0.0858,60,2.588,0.00055,2719.94299395948,2281892.99577019
0.0255,0.0446,10,0.0858,70,2.305,0.00015,2604.21237640641,4805184.31544647
0.0255,0.0446,10,0.0858,70,2.305,0.00035,2599.44239234496,2945005.19369961
0.0255,0.0446,10,0.0858,70,2.305,0.00055,2598.29794659946,2281817.39975391
0.0255,0.0446,10,0.0858,70,2.588,0.00015,2524.40807158227,4805182.1439901
0.0255,0.0446,10,0.0858,70,2.588,0.00035,2520.05489164663,2945000.71291546
0.0255,0.0446,10,0.0858,70,2.588,0.00055,2519.04932760433,2281812.08228903
0.0255,0.0446,10,0.0858,70,2.906,0.00015,2434.3102324741,4805183.23511817
0.0255,0.0446,10,0.0858,70,2.906,0.00035,2430.39021729324,2944998.12177789
0.0255,0.0446,10,0.0858,70,2.906,0.00055,2429.51575039448,2281808.15433811
0.0255,0.0446,10,0.0858,90,2.305,0.00015,2238.20693383636,4805062.70152853
0.0255,0.0446,10,0.0858,90,2.305,0.00035,2234.25631134323,2944883.29602564
0.0255,0.0446,10,0.0858,90,2.305,0.00055,2233.30694584599,2281695.37027772
0.0255,0.0446,10,0.0858,90,2.588,0.00015,2170.39190714515,4805063.77988186
0.0255,0.0446,10,0.0858,90,2.588,0.00035,2166.9846417557,2944881.69874189
0.0255,0.0446,10,0.0858,90,2.588,0.00055,2166.19542257274,2281692.81987219
0.0255,0.0446,10,0.0858,90,2.906,0.00015,2094.52557793709,4805071.24089999
0.0255,0.0446,10,0.0858,90,2.906,0.00035,2091.52194051816,2944884.24179744
0.0255,0.0446,10,0.0858,90,2.906,0.00055,2090.84902012136,2281693.59462609
0.0255,0.0446,10,0.0858,90,3.264,0.00015,2007.23467788627,4805076.24801869
0.0255,0.0446,10,0.0858,90,3.264,0.00035,2004.48154512268,2944885.14164646
0.0255,0.0446,10,0.0858,90,3.264,0.00055,2003.87936661262,2281693.01527755
0.0255,0.0446,10,0.0858,90,3.665,0.00015,1907.0962924143,4805070.88846528
0.0255,0.0446,10,0.0858,90,3.665,0.00035,1904.59329568797,2944879.66889186
0.0255,0.0446,10,0.0858,90,3.665,0.00055,1904.05341990187,2281687.49239607
0.0255,0.0446,10,0.0858,110,2.305,0.00015,1917.26314867412,4804997.6148099
0.0255,0.0446,10,0.0858,110,2.305,0.00035,1913.5770771104,2944819.17192648
0.0255,0.0446,10,0.0858,110,2.305,0.00055,1912.7030889326,2281631.59143177
0.0255,0.0446,10,0.0858,110,2.588,0.00015,1855.12677147491,4804999.56840793
0.0255,0.0446,10,0.0858,110,2.588,0.00035,1851.87052599854,2944818.68547493
0.0255,0.0446,10,0.0858,110,2.588,0.00055,1851.1294326742,2281630.22408308
0.0255,0.0446,10,0.0858,110,2.906,0.00015,1786.49038796831,4805005.75120092
0.0255,0.0446,10,0.0858,110,2.906,0.00035,1783.75208932081,2944821.04063406
0.0255,0.0446,10,0.0858,110,2.906,0.00055,1783.1490032308,2281631.20707985
0.0255,0.0446,10,0.0858,110,3.264,0.00015,1708.68157021428,4805012.46811852
0.0255,0.0446,10,0.0858,110,3.264,0.00035,1706.2643218849,2944823.95919081
0.0255,0.0446,10,0.0858,110,3.264,0.00055,1705.74302311219,2281632.75129471
0.0255,0.0446,10,0.0858,110,3.665,0.00015,1617.84495386328,4805016.37894963
0.0255,0.0446,10,0.0858,110,3.665,0.00035,1615.72808143029,2944825.05332682
0.0255,0.0446,10,0.0858,110,3.665,0.00055,1615.27392018262,2281632.83839648
0.0255,0.0446,10,0.0858,110,4.115,0.00015,1513.43574521434,4805023.67942453
0.0255,0.0446,10,0.0858,110,4.115,0.00035,1511.45764550126,2944828.61590592
0.0255,0.0446,10,0.0858,110,4.115,0.00055,1511.03543997925,2281635.05589591
0.0255,0.0446,15,0.0858,110,2.305,0.00015,2078.45509063318,4804997.59638837
0.0255,0.0446,15,0.0858,110,2.305,0.00035,2074.6325806885,2944818.79360905
0.0255,0.0446,15,0.0858,110,2.305,0.00055,2073.70915321518,2281631.0844575
0.0255,0.0446,15,0.0858,110,2.588,0.00015,2015.50307822118,4805003.31613609
0.0255,0.0446,15,0.0858,110,2.588,0.00035,2012.2077954287,2944820.53965462
0.0255,0.0446,15,0.0858,110,2.588,0.00055,2011.44575740044,2281631.41614166
0.0262,0.0368,10,0.0645,90,2.906,0.00015,1879.98158016898,4234362.51428259
0.0262,0.0368,10,0.0645,90,2.906,0.00035,1875.94952428299,2595111.32931552
0.0262,0.0368,10,0.0645,90,2.906,0.00055,1875.06982232471,2010688.35255352
0.0262,0.0368,10,0.0645,110,2.906,0.00015,1593.9925164136,4234304.57679529
0.0262,0.0368,10,0.0645,110,2.906,0.00035,1590.50671690013,2595055.5642517
0.0262,0.0368,10,0.0645,110,2.906,0.00055,1589.75000290972,2010633.35390119
0.0262,0.0368,10,0.0645,110,3.264,0.00015,1500.29005181583,4234309.47775938
0.0262,0.0368,10,0.0645,110,3.264,0.00035,1496.98267315319,2595057.83982519
0.0262,0.0368,10,0.0645,110,3.264,0.00055,1496.29653822462,2010634.67911997
0.0265,0.0365,10,0.0675,90,2.588,0.00015,2014.01318970636,4692316.76859461
0.0265,0.0365,10,0.0675,90,2.588,0.00035,2009.72706455552,2875776.7396495
0.0265,0.0365,10,0.0675,90,2.588,0.00055,2008.75953208393,2228147.05575405
0.0265,0.0365,10,0.0675,90,2.906,0.00015,1923.12431939127,4692285.01439711
0.0265,0.0365,10,0.0675,90,2.906,0.00035,1918.95565150805,2875755.52439025
0.0265,0.0365,10,0.0675,90,2.906,0.00055,1918.05441327547,2228129.57244552
0.0265,0.0365,10,0.0675,110,2.588,0.00015,1710.86748722239,4692222.19556279
0.0265,0.0365,10,0.0675,110,2.588,0.00035,1707.03507240544,2875697.1706519
0.0265,0.0365,10,0.0675,110,2.588,0.00055,1706.18157612551,2228072.82739541
0.0265,0.0365,10,0.0675,110,2.906,0.00015,1629.74172360336,4692263.26217719
0.0265,0.0365,10,0.0675,110,2.906,0.00035,1626.20835349213,2875721.26879374
0.0265,0.0365,10,0.0675,110,2.906,0.00055,1625.45052632794,2228090.86274369
0.0265,0.0365,10,0.0675,110,3.264,0.00015,1534.9539625549,4692236.22913359
0.0265,0.0365,10,0.0675,110,3.264,0.00035,1531.69742844144,2875703.75115885
0.0265,0.0365,10,0.0675,110,3.264,0.00055,1531.02278895607,2228076.72837038
0.0266,0.036,10,0.0653,90,2.906,0.00015,1902.28191848817,4561815.81581752
0.0266,0.036,10,0.0653,90,2.906,0.00035,1898.0330159287,2795795.11596894
0.0266,0.036,10,0.0653,90,2.906,0.00055,1897.10831281634,2166176.49075127
0.0266,0.036,10,0.0653,110,2.906,0.00015,1611.17400982332,4561759.83543857
0.0266,0.036,10,0.0653,110,2.906,0.00035,1607.43809400028,2795740.35460737
0.0266,0.036,10,0.0653,110,2.906,0.00055,1606.64108207039,2166122.14490631
0.0266,0.036,10,0.0653,110,3.264,0.00015,1513.82494125234,4561764.44134145
0.0266,0.036,10,0.0653,110,3.264,0.00035,1510.26872528895,2795742.53831453
0.0266,0.036,10,0.0653,110,3.264,0.00055,1509.5455879636,2166123.45288463
0.0286,0.0465,10,0.0673,60,2.305,0.00015,2853.87745490215,3045407.8650991
0.0286,0.0465,10,0.0673,60,2.305,0.00035,2848.50780795038,1866531.9796521
0.0286,0.0465,10,0.0673,60,2.305,0.00055,2847.14531838003,1446241.27606803
0.0286,0.0465,10,0.0673,60,2.588,0.00015,2771.77200184886,3045411.85092438
0.0286,0.0465,10,0.0673,60,2.588,0.00035,2766.85818019599,1866530.74964375
0.0286,0.0465,10,0.0673,60,2.588,0.00055,2765.65625898539,1446238.17407156
0.0286,0.0465,10,0.0673,70,2.305,0.00015,2645.84250737861,3045324.73614301
0.0286,0.0465,10,0.0673,70,2.305,0.00035,2641.26465388685,1866450.83769332
0.0286,0.0465,10,0.0673,70,2.305,0.00055,2640.08226195735,1446160.81370429
0.0286,0.0465,10,0.0673,70,2.588,0.00015,2572.17636766038,3045333.08497609
0.0286,0.0465,10,0.0673,70,2.588,0.00035,2567.88736198909,1866452.98855471
0.0286,0.0465,10,0.0673,70,2.588,0.00055,2566.82133037486,1446160.7549059
0.0286,0.0465,10,0.0673,70,2.906,0.00015,2487.743311505,3045342.04424491
0.0286,0.0465,10,0.0673,70,2.906,0.00035,2483.70161668511,1866455.29876286
0.0286,0.0465,10,0.0673,70,2.906,0.00055,2482.73785062021,1446160.6746166
0.0286,0.0465,10,0.0673,90,2.305,0.00015,2275.18158920735,3045209.37855656
0.0286,0.0465,10,0.0673,90,2.305,0.00035,2271.34858842009,1866334.10724329
0.0286,0.0465,10,0.0673,90,2.305,0.00055,2270.35304846828,1446043.57545192
0.0286,0.0465,10,0.0673,90,2.588,0.00015,2212.83122525686,3045216.65233353
0.0286,0.0465,10,0.0673,90,2.588,0.00035,2209.47616386562,1866336.81451035
0.0286,0.0465,10,0.0673,90,2.588,0.00055,2208.6315877436,1446044.64851862
0.0286,0.0465,10,0.0673,90,2.906,0.00015,2142.58477320757,3045226.17128234
0.0286,0.0465,10,0.0673,90,2.906,0.00035,2139.5588193916,1866340.66562324
0.0286,0.0465,10,0.0673,90,2.906,0.00055,2138.81451814239,1446046.47344696
0.0286,0.0465,10,0.0673,90,3.264,0.00015,2061.08488963814,3045233.6820022
0.0286,0.0465,10,0.0673,90,3.264,0.00035,2058.31695848439,1866343.81596934
0.0286,0.0465,10,0.0673,90,3.264,0.00055,2057.65400879964,1446048.0448486
0.0286,0.0465,10,0.0673,90,3.665,0.00015,1967.50725894974,3045230.36555053
0.0286,0.0465,10,0.0673,90,3.665,0.00035,1965.00396894178,1866339.35220331
0.0286,0.0465,10,0.0673,90,3.665,0.00055,1964.40908489156,1446043.17553724
0.0286,0.0465,10,0.0673,110,2.305,0.00015,1940.94046114858,3045145.88998314
0.0286,0.0465,10,0.0673,110,2.305,0.00035,1937.37026662899,1866271.5889334
0.0286,0.0465,10,0.0673,110,2.305,0.00055,1936.45692332991,1445981.40173925
0.0286,0.0465,10,0.0673,110,2.588,0.00015,1884.84322023258,3045155.46986159
0.0286,0.0465,10,0.0673,110,2.588,0.00035,1881.77682338437,1866276.42507707
0.0286,0.0465,10,0.0673,110,2.588,0.00055,1881.01156850404,1445984.52577144
0.0286,0.0465,10,0.0673,110,2.906,0.00015,1821.09043276359,3045162.30534943
0.0286,0.0465,10,0.0673,110,2.906,0.00035,1818.40851144912,1866279.42455618
0.0286,0.0465,10,0.0673,110,2.906,0.00055,1817.75833550222,1445986.15765744
0.0286,0.0465,10,0.0673,110,3.264,0.00015,1748.17974394269,3045170.70654093
0.0286,0.0465,10,0.0673,110,3.264,0.00035,1745.83946111701,1866283.57668165
0.0286,0.0465,10,0.0673,110,3.264,0.00055,1745.27932137543,1445988.77800252
0.0286,0.0465,10,0.0673,110,3.665,0.00015,1664.01112321965,3045172.25078879
0.0286,0.0465,10,0.0673,110,3.665,0.00035,1661.825007202,1866283.68030659
0.0286,0.0465,10,0.0673,110,3.665,0.00055,1661.3085444389,1445988.36047056
0.0286,0.0465,10,0.0673,110,4.115,0.00015,1563.19373997569,3045271.49529833
0.0286,0.0465,10,0.0673,110,4.115,0.00035,1561.16455432762,1866343.65976059
0.0286,0.0465,10,0.0673,110,4.115,0.00055,1560.69637915677,1446034.33276238
0.0286,0.0465,15,0.0673,90,3.665,0.00015,2130.32327483052,3045227.16788434
0.0286,0.0465,15,0.0673,90,3.665,0.00035,2127.65843059634,1866337.78481786
0.0286,0.0465,15,0.0673,90,3.665,0.00055,2127.0083086619,1446042.18362682
0.0286,0.0465,15,0.0673,110,2.305,0.00015,2085.87911330469,3045146.87104972
0.0286,0.0465,15,0.0673,110,2.305,0.00035,2082.17042292665,1866271.91066903
0.0286,0.0465,15,0.0673,110,2.305,0.00055,2081.2075259304,1445981.48939809
0.0286,0.0465,15,0.0673,110,2.588,0.00015,2027.67526849634,3045156.09032797
0.0286,0.0465,15,0.0673,110,2.588,0.00035,2024.42789099841,1866276.55993665
0.0286,0.0465,15,0.0673,110,2.588,0.00055,2023.6054866549,1445984.49284834
0.0286,0.0465,15,0.0673,110,2.906,0.00015,1961.92888032095,3045164.88922332
0.0286,0.0465,15,0.0673,110,2.906,0.00035,1959.07996194808,1866280.70245076
0.0286,0.0465,15,0.0673,110,2.906,0.00055,1958.3714572649,1445986.9625794
0.0296,0.075,10,0.1055,60,2.906,0.00015,3359.4061385192,2909129.34708729
0.0296,0.075,10,0.1055,60,2.906,0.00035,3356.5127746282,1783039.15768366
0.0296,0.075,10,0.1055,60,2.906,0.00055,3355.70111439194,1381567.43509694
0.0296,0.075,10,0.1055,60,3.264,0.00015,3282.43395819913,2909130.20725704
0.0296,0.075,10,0.1055,60,3.264,0.00035,3279.92326327797,1783035.84106789
0.0296,0.075,10,0.1055,60,3.264,0.00055,3279.20599687601,1381562.62954331
0.0296,0.075,10,0.1055,70,3.264,0.00015,3038.08797718294,2909051.64821784
0.0296,0.075,10,0.1055,70,3.264,0.00035,3035.83175379935,1782952.33144517
0.0296,0.075,10,0.1055,70,3.264,0.00055,3035.169962496,1381477.35263781
0.0303,0.07,10,0.1081,50,2.588,0.00015,3823.52118003601,3792903.20048993
0.0303,0.07,10,0.1081,50,2.588,0.00035,3819.25394184163,2324721.78184765
0.0303,0.07,10,0.1081,50,2.588,0.00055,3818.15993245355,1801288.32095248
0.0303,0.07,10,0.1081,50,2.906,0.00015,3735.8772483925,3792643.59026822
0.0303,0.07,10,0.1081,50,2.906,0.00035,3732.14081848916,2324557.51175299
0.0303,0.07,10,0.1081,50,2.906,0.00055,3731.20819814751,1801158.04086689
0.0303,0.07,10,0.1081,50,3.264,0.00015,3635.50496824147,3792601.25730754
0.0303,0.07,10,0.1081,50,3.264,0.00035,3632.11701013827,2324525.83807625
0.0303,0.07,10,0.1081,50,3.264,0.00055,3631.27086755089,1801130.16170188
0.0303,0.07,10,0.1081,60,2.588,0.00015,3517.24231314731,3792472.26009829
0.0303,0.07,10,0.1081,60,2.588,0.00035,3513.66555252097,2324414.90210536
0.0303,0.07,10,0.1081,60,2.588,0.00055,3512.72571499468,1801025.66049538
0.0303,0.07,10,0.1081,60,2.906,0.00015,3441.36865293562,3792547.3809564
0.0303,0.07,10,0.1081,60,2.906,0.00035,3438.28015067973,2324457.21485827
0.0303,0.07,10,0.1081,60,2.906,0.00055,3437.47520900755,1801056.26751618
0.0303,0.07,10,0.1081,60,3.264,0.00015,3356.28202566165,3792426.85295017
0.0303,0.07,10,0.1081,60,3.264,0.00035,3353.62782946719,2324379.29966858
0.0303,0.07,10,0.1081,60,3.264,0.00055,3352.92921683419,1800993.52994688
0.0303,0.07,10,0.1081,60,3.665,0.00015,3259.31847886085,3792422.42894327
0.0303,0.07,10,0.1081,60,3.665,0.00035,3256.97196662734,2324372.60280738
0.0303,0.07,10,0.1081,60,3.665,0.00055,3256.35170724014,1800986.00868159
0.0303,0.07,10,0.1081,70,2.588,0.00015,3250.70786991907,3792344.99092311
0.0303,0.07,10,0.1081,70,2.588,0.00035,3247.47702103171,2324298.59391307
0.0303,0.07,10,0.1081,70,2.588,0.00055,3246.61722057774,1800913.26183768
0.0303,0.07,10,0.1081,70,2.906,0.00015,3182.33330117786,3792349.05135241
0.0303,0.07,10,0.1081,70,2.906,0.00035,3179.54713038728,2324298.20441213
0.0303,0.07,10,0.1081,70,2.906,0.00055,3178.81610440663,1800911.26099485
0.0303,0.07,10,0.1081,70,3.264,0.00015,3105.01844771969,3792371.22626375
0.0303,0.07,10,0.1081,70,3.264,0.00035,3102.65626904365,2324308.43004599
0.0303,0.07,10,0.1081,70,3.264,0.00055,3102.02580843949,1800917.21647885
0.0303,0.07,10,0.1081,70,3.665,0.00015,3020.43858551364,3792330.7366728
0.0303,0.07,10,0.1081,70,3.665,0.00035,3018.42489204879,2324280.34654703
0.0303,0.07,10,0.1081,70,3.665,0.00055,3017.87293864998,1800893.54166607
0.0303,0.07,10,0.1081,70,4.115,0.00015,2923.56556511882,3792348.38567592
0.0303,0.07,10,0.1081,70,4.115,0.00035,2921.83521255037,2324287.17671448
0.0303,0.07,10,0.1081,70,4.115,0.00055,2921.34503090572,1800896.50862375
0.0303,0.07,10,0.1081,90,2.588,0.00015,2794.27651521853,3792366.09987277
0.0303,0.07,10,0.1081,90,2.588,0.00035,2791.46976715802,2324254.2232375
0.0303,0.07,10,0.1081,90,2.588,0.00055,2790.72510355639,1800845.53733677
0.0303,0.07,10,0.1081,90,2.906,0.00015,2734.15449592897,3792290.56304222
0.0303,0.07,10,0.1081,90,2.906,0.00035,2731.8503935504,2324205.69910752
0.0303,0.07,10,0.1081,90,2.906,0.00055,2731.22763353866,1800806.62608667
0.0303,0.07,10,0.1081,90,3.264,0.00015,2667.96079909391,3792182.41435172
0.0303,0.07,10,0.1081,90,3.264,0.00035,2666.02584501732,2324136.86714761
0.0303,0.07,10,0.1081,90,3.264,0.00055,2665.49035619277,1800751.79767708
0.0303,0.07,10,0.1081,90,3.665,0.00015,2595.35445561522,3792675.97281077
0.0303,0.07,10,0.1081,90,3.665,0.00035,2593.66600705194,2324437.34077469
0.0303,0.07,10,0.1081,90,3.665,0.00055,2593.18850026388,1800983.41943045
0.0303,0.07,10,0.1081,90,4.115,0.00015,2514.25665824677,3792187.90626393
0.0303,0.07,10,0.1081,90,4.115,0.00035,2512.85496611589,2324135.72826217
0.0303,0.07,10,0.1081,90,4.115,0.00055,2512.43882960742,1800748.27523481
0.0303,0.07,10,0.1081,110,2.588,0.00015,2400.89304815689,3792168.29797684
0.0303,0.07,10,0.1081,110,2.588,0.00035,2398.23146604127,2324103.43399805
0.0303,0.07,10,0.1081,110,2.588,0.00055,2397.53845355717,1800711.50667022
0.0303,0.07,10,0.1081,110,2.906,0.00015,2345.37510086485,3792147.17606723
0.0303,0.07,10,0.1081,110,2.906,0.00035,2343.23177097094,2324088.46133658
0.0303,0.07,10,0.1081,110,2.906,0.00055,2342.6661509642,1800698.71129353
0.0303,0.07,10,0.1081,110,3.264,0.00015,2283.66691642846,3792119.67175993
0.0303,0.07,10,0.1081,110,3.264,0.00035,2281.87267510734,2324069.94364969
0.0303,0.07,10,0.1081,110,3.264,0.00055,2281.38892108027,1800683.38550644
0.0303,0.07,10,0.1081,110,3.665,0.00015,2216.76826457531,3792132.6540307
0.0303,0.07,10,0.1081,110,3.665,0.00035,2215.27802556283,2324076.23632867
0.0303,0.07,10,0.1081,110,3.665,0.00055,2214.85881103148,1800687.28164882
0.0303,0.07,10,0.1081,110,4.115,0.00015,2143.73395629894,3792139.10830025
0.0303,0.07,10,0.1081,110,4.115,0.00035,2142.46934071703,2324078.59291378
0.0303,0.07,10,0.1081,110,4.115,0.00055,2142.10115395785,1800688.16758198
0.0303,0.07,15,0.1081,110,2.588,0.00015,2632.38047340939,3792105.79383966
0.0303,0.07,15,0.1081,110,2.588,0.00035,2629.57257043976,2324064.8297502
0.0303,0.07,15,0.1081,110,2.588,0.00055,2628.8130204807,1800681.42510301
0.0303,0.07,15,0.1081,110,2.906,0.00015,2575.38596848878,3792109.00843881
0.0303,0.07,15,0.1081,110,2.906,0.00035,2573.09917515481,2324064.76862649
0.0303,0.07,15,0.1081,110,2.906,0.00055,2572.46638331177,1800680.18760996
0.0303,0.07,15,0.1081,110,3.264,0.00015,2512.9995217892,3792144.37682957
0.0303,0.07,15,0.1081,110,3.264,0.00035,2511.09057246051,2324084.58009904
0.0303,0.07,15,0.1081,110,3.264,0.00055,2510.54679547704,1800694.43438348
0.0303,0.07,15,0.1081,110,3.665,0.00015,2442.57917722888,3792112.72694119
0.0303,0.07,15,0.1081,110,3.665,0.00035,2440.94885047711,2324063.6736575
0.0303,0.07,15,0.1081,110,3.665,0.00055,2440.46680266478,1800677.34647554
0.0303,0.07,15,0.1081,110,4.115,0.00015,2366.30327804169,3792121.231134
0.0303,0.07,15,0.1081,110,4.115,0.00035,2364.92005259333,2324067.3112715
0.0303,0.07,15,0.1081,110,4.115,0.00055,2364.49675042447,1800679.24164402
